nr. sessions,nr. rest days,total kms,max km one day,"nr. tough sessions (effort in Z5, T1 or T2)",nr. strength trainings
6.0,1.0,49.2,12.0,1.0,0.0
5.0,2.0,100.1,30.0,2.0,0.0
2.0,5.0,17.6,9.1,0.0,0.0
7.0,0.0,27.1,8.4,0.0,2.0
5.0,2.0,47.3,14.8,1.0,0.0
7.0,0.0,90.3,20.0,0.0,1.0
6.0,2.0,3.0,3.0,0.0,1.0
7.0,0.0,96.0,19.2,0.0,0.0
6.0,1.0,31.4,15.0,1.0,2.0
6.0,2.0,86.2,29.5,0.0,1.0
8.0,0.0,72.2,17.0,3.0,2.0
6.0,1.0,32.0,17.0,1.0,5.0
9.0,0.0,51.6,16.4,0.0,0.0
6.0,1.0,56.1,11.1,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,60.2,16.3,2.0,1.0
8.0,0.0,8.5,3.3,0.0,0.0
4.0,3.0,11.2,4.4,1.0,1.0
6.0,1.0,39.8,18.0,2.0,0.0
6.0,1.0,48.9,12.4,1.0,0.0
1.0,6.0,10.2,10.2,0.0,0.0
1.0,6.0,7.0,7.0,0.0,0.0
8.0,0.0,48.0,14.0,0.0,1.0
7.0,1.0,25.0,7.0,0.0,1.0
1.0,6.0,0.0,0.0,0.0,0.0
8.0,2.0,19.4,11.9,0.0,2.0
7.0,0.0,63.8,15.8,2.0,2.0
7.0,1.0,64.2,20.0,0.0,1.0
4.0,3.0,40.9,12.8,1.0,0.0
5.0,2.0,19.7,6.2,0.0,1.0
7.0,1.0,52.1,12.0,0.0,1.0
5.0,2.0,48.0,12.0,0.0,0.0
2.0,5.0,14.5,7.5,0.0,0.0
7.0,1.0,52.5,14.5,1.0,1.0
8.0,0.0,36.2,9.8,0.0,1.0
6.0,3.0,24.5,10.0,1.0,3.0
5.0,2.0,85.7,27.0,0.0,0.0
8.0,1.0,46.6,10.8,0.0,1.0
8.0,0.0,18.3,6.2,3.0,1.0
5.0,2.0,43.5,11.5,2.0,0.0
7.0,1.0,43.0,10.0,3.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
10.0,0.0,128.0,22.1,0.0,1.0
6.0,3.0,25.0,9.9,0.0,0.0
6.0,1.0,37.4,7.4,5.0,0.0
8.0,2.0,70.3,30.5,3.0,0.0
5.0,2.0,28.0,11.0,0.0,1.0
9.0,1.0,0.0,0.0,0.0,3.0
8.0,1.0,49.0,14.0,0.0,0.0
10.0,0.0,35.8,12.0,0.0,2.0
5.0,2.0,28.3,10.0,1.0,2.0
4.0,3.0,0.0,0.0,0.0,0.0
6.0,1.0,91.3,16.0,3.0,0.0
6.0,1.0,3.6,3.6,0.0,1.0
5.0,2.0,51.2,13.7,1.0,0.0
9.0,0.0,95.4,25.0,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,1.0,54.7,16.0,2.0,2.0
8.0,1.0,113.0,31.5,2.0,0.0
6.0,2.0,55.9,17.4,1.0,1.0
4.0,3.0,34.1,10.3,1.0,0.0
7.0,2.0,55.0,21.5,1.0,2.0
7.0,1.0,14.2,5.6,0.0,1.0
8.0,0.0,70.8,17.1,2.0,2.0
6.0,1.0,7.4,3.7,0.0,0.0
3.0,4.0,20.2,7.2,0.0,0.0
8.0,0.0,121.6,22.0,2.0,0.0
6.0,1.0,42.3,12.0,3.0,2.0
8.0,0.0,120.6,22.0,3.0,0.0
5.0,2.0,75.0,26.0,0.0,0.0
5.0,2.0,22.0,6.8,0.0,0.0
8.0,1.0,65.8,20.2,1.0,0.0
7.0,0.0,0.0,0.0,0.0,2.0
6.0,1.0,0.0,0.0,0.0,0.0
10.0,1.0,54.3,12.0,3.0,3.0
4.0,3.0,31.0,13.0,0.0,0.0
6.0,1.0,101.0,24.0,0.0,0.0
6.0,1.0,37.6,13.1,0.0,2.0
9.0,0.0,120.2,29.2,0.0,0.0
4.0,3.0,38.5,12.0,1.0,0.0
4.0,3.0,53.6,16.4,0.0,0.0
7.0,0.0,78.4,30.0,0.0,0.0
5.0,2.0,92.0,29.0,0.0,0.0
8.0,0.0,46.1,10.7,2.0,1.0
10.0,0.0,186.8,36.0,1.0,0.0
9.0,0.0,70.2,18.1,1.0,2.0
5.0,2.0,37.4,15.0,1.0,0.0
4.0,3.0,20.0,10.0,1.0,1.0
7.0,0.0,63.0,16.0,1.0,2.0
6.0,1.0,88.2,18.5,0.0,0.0
6.0,1.0,37.0,12.4,0.0,1.0
5.0,2.0,37.2,9.1,1.0,0.0
8.0,0.0,52.4,12.8,0.0,3.0
5.0,2.0,8.0,5.0,0.0,1.0
7.0,0.0,95.0,16.0,0.0,0.0
6.0,1.0,54.8,12.5,2.0,2.0
7.0,0.0,57.6,13.8,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,64.3,15.5,2.0,0.0
3.0,4.0,0.0,0.0,0.0,0.0
5.0,2.0,23.0,6.0,1.0,0.0
12.0,1.0,73.1,18.0,2.0,0.0
7.0,1.0,109.0,40.0,0.0,1.0
6.0,2.0,36.6,13.0,3.0,2.0
6.0,1.0,38.4,9.8,0.0,1.0
7.0,0.0,48.7,17.2,3.0,2.0
7.0,1.0,1.8,1.8,0.0,2.0
6.0,1.0,80.1,19.2,1.0,0.0
6.0,2.0,27.3,14.8,0.0,2.0
6.0,1.0,48.0,12.8,0.0,1.0
12.0,1.0,33.0,10.0,0.0,4.0
7.0,1.0,65.1,13.8,2.0,2.0
7.0,0.0,110.0,20.0,1.0,1.0
8.0,0.0,98.4,17.7,3.0,0.0
11.0,1.0,135.0,27.0,1.0,0.0
7.0,0.0,32.7,15.6,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0
7.0,1.0,64.6,15.7,2.0,1.0
7.0,0.0,92.0,68.0,0.0,2.0
5.0,2.0,33.7,10.6,3.0,1.0
4.0,3.0,24.5,9.0,0.0,0.0
4.0,3.0,20.5,9.5,1.0,1.0
12.0,0.0,76.8,19.5,3.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
3.0,4.0,23.0,18.0,0.0,1.0
8.0,2.0,97.0,27.0,0.0,0.0
2.0,5.0,22.5,17.0,0.0,0.0
5.0,2.0,31.9,12.8,3.0,1.0
5.0,2.0,51.0,15.1,0.0,0.0
6.0,1.0,57.2,13.4,2.0,0.0
7.0,1.0,0.0,0.0,0.0,3.0
9.0,0.0,67.3,16.0,1.0,5.0
3.0,4.0,4.1,1.9,0.0,3.0
2.0,5.0,9.5,5.0,0.0,0.0
7.0,0.0,78.7,24.0,0.0,1.0
9.0,0.0,104.9,22.6,0.0,1.0
7.0,0.0,82.4,20.1,1.0,2.0
3.0,4.0,37.4,12.5,0.0,0.0
5.0,2.0,45.0,13.8,2.0,0.0
4.0,3.0,38.5,12.0,1.0,0.0
4.0,3.0,30.0,11.0,0.0,1.0
7.0,1.0,26.1,9.4,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,24.4,11.4,0.0,0.0
7.0,0.0,90.6,25.0,1.0,1.0
6.0,3.0,48.2,19.8,2.0,2.0
7.0,0.0,108.2,19.5,1.0,0.0
6.0,1.0,4.5,2.5,0.0,2.0
7.0,0.0,55.7,13.8,3.0,1.0
5.0,2.0,35.0,12.0,0.0,1.0
2.0,5.0,25.5,13.0,2.0,0.0
5.0,3.0,21.3,7.9,1.0,1.0
7.0,0.0,36.0,10.0,0.0,1.0
7.0,0.0,122.6,25.0,0.0,0.0
4.0,3.0,36.1,14.6,0.0,1.0
6.0,2.0,37.4,11.5,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,49.9,11.6,3.0,3.0
3.0,4.0,13.4,5.6,0.0,0.0
8.0,0.0,147.0,39.0,0.0,2.0
1.0,6.0,10.0,10.0,0.0,0.0
10.0,0.0,73.7,18.3,0.0,2.0
6.0,1.0,37.1,8.7,0.0,1.0
9.0,0.0,51.3,12.7,2.0,1.0
5.0,2.0,43.5,11.0,1.0,1.0
6.0,1.0,49.4,20.0,1.0,0.0
6.0,1.0,74.9,13.5,1.0,0.0
2.0,5.0,15.0,12.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0
5.0,2.0,55.6,14.9,2.0,0.0
3.0,4.0,18.0,6.0,0.0,0.0
4.0,3.0,24.1,7.0,3.0,0.0
7.0,0.0,41.0,10.0,3.0,1.0
9.0,0.0,80.8,18.3,2.0,1.0
3.0,4.0,59.5,28.0,1.0,0.0
6.0,1.0,26.0,11.0,0.0,0.0
6.0,1.0,31.4,8.9,2.0,2.0
5.0,2.0,24.7,12.0,2.0,1.0
6.0,1.0,72.1,14.8,3.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,47.1,12.0,2.0,0.0
8.0,0.0,107.9,23.0,2.0,2.0
6.0,1.0,43.7,15.7,2.0,2.0
9.0,0.0,133.1,25.5,1.0,0.0
2.0,5.0,0.0,0.0,0.0,1.0
6.0,1.0,40.4,13.4,0.0,2.0
2.0,5.0,0.0,0.0,0.0,2.0
10.0,0.0,85.3,28.5,2.0,3.0
6.0,1.0,81.0,21.0,2.0,3.0
7.0,1.0,64.0,15.0,0.0,0.0
2.0,5.0,48.0,26.0,0.0,0.0
6.0,2.0,38.8,15.7,0.0,0.0
7.0,0.0,60.0,15.0,0.0,0.0
6.0,1.0,79.0,17.0,1.0,0.0
7.0,1.0,98.6,22.0,0.0,0.0
4.0,3.0,32.3,9.4,0.0,0.0
8.0,1.0,61.7,15.6,1.0,2.0
7.0,1.0,108.0,40.0,0.0,1.0
5.0,2.0,26.5,8.2,3.0,0.0
7.0,1.0,0.0,0.0,0.0,2.0
5.0,2.0,30.4,9.4,0.0,0.0
6.0,2.0,58.0,15.0,0.0,0.0
9.0,0.0,89.1,26.6,1.0,1.0
3.0,4.0,32.4,12.0,0.0,0.0
4.0,3.0,0.0,0.0,0.0,4.0
10.0,0.0,35.0,12.0,2.0,2.0
4.0,3.0,16.7,10.2,0.0,0.0
9.0,0.0,83.1,19.0,1.0,1.0
5.0,2.0,49.0,11.8,2.0,0.0
4.0,3.0,20.5,9.5,0.0,1.0
3.0,4.0,32.3,15.0,0.0,0.0
6.0,1.0,71.0,15.9,1.0,0.0
5.0,2.0,57.0,14.5,2.0,0.0
8.0,1.0,49.2,19.0,2.0,2.0
4.0,3.0,20.0,7.0,0.0,1.0
7.0,0.0,69.1,15.2,3.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,71.5,24.1,1.0,0.0
6.0,1.0,38.0,14.0,2.0,2.0
4.0,3.0,46.7,18.0,2.0,0.0
11.0,1.0,38.0,10.0,0.0,3.0
5.0,2.0,52.4,12.3,2.0,0.0
6.0,1.0,28.2,13.0,2.0,0.0
6.0,1.0,60.2,19.2,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
3.0,4.0,39.0,17.0,0.0,0.0
5.0,3.0,64.5,19.0,2.0,1.0
7.0,0.0,39.7,15.7,3.0,2.0
4.0,3.0,41.3,12.5,0.0,0.0
10.0,1.0,51.0,16.0,0.0,2.0
4.0,3.0,0.0,0.0,0.0,1.0
7.0,0.0,49.0,21.0,1.0,1.0
7.0,0.0,113.0,32.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,74.2,16.6,3.0,1.0
5.0,2.0,35.3,12.0,2.0,0.0
8.0,1.0,31.7,11.3,2.0,1.0
6.0,1.0,37.8,10.6,3.0,1.0
7.0,0.0,5.0,3.0,0.0,0.0
5.0,2.0,31.5,10.0,2.0,1.0
8.0,0.0,38.2,12.5,2.0,3.0
5.0,2.0,24.4,8.0,2.0,1.0
6.0,2.0,88.8,21.1,1.0,0.0
9.0,1.0,95.6,19.6,3.0,0.0
8.0,0.0,108.2,20.3,2.0,0.0
5.0,2.0,30.2,11.5,1.0,1.0
2.0,5.0,14.9,8.1,0.0,0.0
7.0,0.0,91.0,16.0,0.0,0.0
8.0,1.0,45.0,14.0,0.0,3.0
3.0,4.0,26.8,11.0,0.0,0.0
5.0,2.0,36.5,10.0,3.0,0.0
5.0,2.0,0.0,0.0,0.0,0.0
4.0,3.0,66.0,18.0,1.0,0.0
7.0,0.0,127.8,84.0,1.0,2.0
7.0,0.0,71.2,20.9,2.0,0.0
4.0,3.0,40.4,15.7,1.0,0.0
4.0,3.0,94.0,38.0,0.0,0.0
6.0,1.0,34.9,8.2,2.0,0.0
7.0,0.0,44.9,11.1,2.0,2.0
9.0,0.0,118.9,24.0,0.0,1.0
10.0,0.0,95.5,24.5,3.0,2.0
7.0,0.0,54.0,18.0,0.0,0.0
8.0,0.0,47.0,14.5,2.0,2.0
1.0,6.0,0.0,0.0,0.0,0.0
6.0,1.0,34.0,9.7,3.0,1.0
8.0,0.0,121.9,29.3,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,2.0,42.5,10.0,2.0,0.0
12.0,0.0,142.6,30.0,2.0,2.0
6.0,2.0,31.7,13.5,1.0,2.0
5.0,2.0,76.4,18.0,0.0,0.0
5.0,2.0,15.8,6.5,0.0,0.0
6.0,1.0,45.5,10.5,3.0,0.0
8.0,1.0,21.0,11.0,0.0,3.0
5.0,2.0,29.4,9.1,1.0,0.0
7.0,0.0,60.1,15.0,3.0,2.0
5.0,2.0,49.8,11.1,1.0,0.0
1.0,6.0,12.0,12.0,0.0,0.0
6.0,2.0,26.0,11.1,0.0,0.0
6.0,1.0,31.1,9.5,2.0,3.0
8.0,0.0,140.5,34.5,1.0,0.0
5.0,2.0,61.8,14.7,1.0,0.0
2.0,5.0,21.7,11.5,0.0,0.0
6.0,1.0,34.6,9.9,0.0,1.0
4.0,3.0,23.0,18.0,2.0,2.0
6.0,2.0,34.6,14.0,2.0,0.0
5.0,3.0,52.8,21.0,1.0,0.0
9.0,0.0,121.0,24.0,1.0,1.0
7.0,0.0,45.8,11.0,0.0,2.0
9.0,0.0,141.7,35.0,1.0,0.0
4.0,3.0,19.0,13.0,1.0,2.0
7.0,0.0,83.5,17.0,2.0,1.0
6.0,1.0,9.2,4.4,2.0,1.0
10.0,0.0,61.1,13.0,2.0,0.0
5.0,3.0,36.0,16.0,1.0,2.0
7.0,1.0,77.1,19.5,1.0,1.0
6.0,1.0,29.4,7.8,0.0,1.0
4.0,3.0,51.5,16.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,3.0
2.0,5.0,16.5,8.5,0.0,0.0
8.0,1.0,94.0,23.9,2.0,0.0
6.0,1.0,21.1,7.2,1.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,43.0,12.0,0.0,0.0
6.0,3.0,59.9,20.0,2.0,0.0
5.0,2.0,30.8,11.3,0.0,1.0
2.0,5.0,0.0,0.0,0.0,0.0
6.0,1.0,45.3,10.9,0.0,0.0
8.0,1.0,14.8,14.8,0.0,3.0
7.0,0.0,75.2,16.7,2.0,1.0
2.0,5.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,0.0,0.0,1.0
5.0,2.0,29.4,11.1,2.0,0.0
11.0,0.0,226.0,61.0,0.0,3.0
9.0,0.0,138.3,26.3,1.0,1.0
7.0,1.0,24.1,8.4,0.0,1.0
9.0,0.0,64.0,17.0,0.0,1.0
3.0,4.0,25.2,15.2,0.0,0.0
5.0,2.0,39.0,12.0,1.0,0.0
4.0,3.0,30.3,10.0,1.0,0.0
1.0,6.0,6.0,6.0,0.0,0.0
7.0,0.0,81.0,15.0,1.0,0.0
5.0,2.0,51.2,12.9,0.0,0.0
9.0,0.0,58.0,15.0,0.0,0.0
5.0,2.0,24.7,7.2,0.0,1.0
6.0,2.0,26.5,11.7,2.0,2.0
3.0,5.0,10.8,6.7,2.0,0.0
10.0,1.0,113.0,30.0,1.0,2.0
9.0,1.0,91.2,24.0,1.0,3.0
9.0,0.0,115.9,24.5,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,44.4,16.4,2.0,2.0
8.0,1.0,5.5,3.0,0.0,0.0
6.0,1.0,90.3,20.0,3.0,0.0
7.0,1.0,31.5,11.7,0.0,2.0
5.0,2.0,33.4,15.0,0.0,2.0
7.0,0.0,2.0,2.0,0.0,1.0
7.0,1.0,51.7,12.1,3.0,0.0
8.0,1.0,45.8,10.8,1.0,1.0
2.0,5.0,10.5,6.5,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,38.5,11.8,2.0,0.0
9.0,1.0,57.7,15.7,1.0,3.0
1.0,6.0,0.0,0.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,57.5,17.5,2.0,0.0
5.0,2.0,71.5,28.0,1.0,0.0
7.0,1.0,66.2,21.7,0.0,2.0
2.0,5.0,0.0,0.0,0.0,0.0
8.0,0.0,90.9,22.8,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,68.0,17.0,0.0,1.0
9.0,0.0,105.0,33.0,2.0,2.0
6.0,2.0,20.3,7.9,0.0,1.0
7.0,0.0,72.9,14.0,2.0,1.0
5.0,2.0,94.5,21.7,1.0,0.0
5.0,3.0,50.8,23.0,0.0,0.0
9.0,0.0,100.4,20.0,1.0,2.0
7.0,0.0,144.0,27.0,1.0,0.0
7.0,0.0,39.9,13.1,2.0,2.0
5.0,2.0,53.0,15.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,2.0,8.0,8.0,0.0,0.0
10.0,0.0,133.5,25.0,1.0,1.0
9.0,0.0,133.8,34.4,1.0,1.0
3.0,4.0,2.5,2.5,0.0,0.0
8.0,0.0,52.6,13.6,0.0,2.0
8.0,0.0,28.1,10.5,0.0,2.0
8.0,1.0,53.8,16.0,1.0,1.0
7.0,1.0,87.8,17.2,0.0,0.0
4.0,3.0,0.0,0.0,0.0,0.0
8.0,0.0,90.5,24.8,1.0,0.0
6.0,1.0,60.8,20.8,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,1.0,53.7,12.0,2.0,3.0
4.0,3.0,4.4,2.2,0.0,0.0
4.0,3.0,16.3,5.0,0.0,0.0
6.0,1.0,22.4,8.3,0.0,1.0
6.0,1.0,73.5,20.0,0.0,1.0
5.0,2.0,56.3,14.5,2.0,0.0
7.0,0.0,59.4,15.6,1.0,0.0
5.0,2.0,48.5,15.7,2.0,0.0
5.0,2.0,37.1,12.8,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,10.0,10.0,0.0,1.0
4.0,3.0,85.0,28.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,63.5,14.0,0.0,0.0
3.0,4.0,22.0,8.0,0.0,0.0
6.0,1.0,12.0,6.0,0.0,2.0
6.0,1.0,56.1,17.2,1.0,0.0
3.0,4.0,26.2,9.5,2.0,0.0
9.0,0.0,140.3,27.2,2.0,2.0
8.0,0.0,51.8,22.8,1.0,2.0
9.0,2.0,102.7,23.7,1.0,0.0
4.0,3.0,12.5,5.5,0.0,0.0
8.0,0.0,75.0,19.0,0.0,1.0
3.0,4.0,6.0,6.0,0.0,0.0
6.0,1.0,39.0,15.0,0.0,1.0
7.0,1.0,56.1,15.6,2.0,2.0
6.0,1.0,51.7,13.0,0.0,0.0
4.0,3.0,24.7,8.2,0.0,0.0
8.0,0.0,106.5,25.5,1.0,2.0
8.0,1.0,69.6,18.5,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,33.7,11.0,2.0,2.0
3.0,4.0,0.0,0.0,0.0,1.0
5.0,2.0,46.1,14.6,0.0,1.0
6.0,1.0,53.7,17.0,1.0,1.0
11.0,0.0,113.2,21.9,3.0,2.0
11.0,0.0,37.8,11.4,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,3.0,35.7,12.0,0.0,1.0
6.0,2.0,83.1,30.3,1.0,0.0
6.0,1.0,0.0,0.0,0.0,2.0
7.0,1.0,47.3,18.0,0.0,1.0
5.0,2.0,31.3,13.0,2.0,2.0
8.0,0.0,26.4,8.7,0.0,2.0
5.0,2.0,69.9,25.4,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,76.8,18.0,1.0,0.0
4.0,3.0,65.5,23.5,1.0,0.0
6.0,1.0,40.8,11.2,2.0,1.0
4.0,3.0,51.8,15.0,0.0,0.0
6.0,2.0,108.3,30.0,0.0,0.0
13.0,0.0,60.9,12.5,2.0,2.0
3.0,4.0,6.0,6.0,0.0,1.0
5.0,2.0,24.9,12.9,0.0,2.0
10.0,0.0,183.6,35.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
12.0,0.0,82.0,19.0,1.0,3.0
6.0,1.0,7.4,3.7,0.0,0.0
9.0,0.0,81.2,22.0,3.0,0.0
6.0,2.0,4.4,2.5,0.0,2.0
6.0,1.0,75.7,20.0,2.0,1.0
6.0,1.0,42.8,12.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,76.0,27.0,1.0,0.0
2.0,5.0,9.0,5.0,0.0,0.0
8.0,0.0,44.2,13.6,0.0,2.0
9.0,0.0,68.6,18.1,1.0,2.0
7.0,0.0,50.8,12.5,3.0,2.0
5.0,2.0,11.0,6.0,0.0,0.0
7.0,1.0,25.0,7.0,0.0,0.0
5.0,2.0,33.7,9.5,3.0,0.0
5.0,2.0,41.0,10.0,1.0,0.0
6.0,1.0,63.4,13.0,2.0,0.0
5.0,2.0,21.9,8.8,0.0,0.0
4.0,4.0,24.1,8.9,0.0,0.0
4.0,3.0,27.0,16.0,0.0,2.0
9.0,0.0,69.9,17.0,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,26.8,10.0,1.0,1.0
6.0,1.0,20.5,5.5,0.0,2.0
8.0,0.0,25.0,9.0,0.0,2.0
5.0,2.0,21.5,8.0,0.0,0.0
8.0,1.0,39.4,10.4,1.0,0.0
8.0,0.0,93.9,20.1,1.0,0.0
7.0,0.0,27.4,6.0,2.0,1.0
7.0,2.0,54.5,15.0,0.0,1.0
4.0,3.0,21.8,7.9,0.0,0.0
5.0,2.0,86.0,24.7,1.0,0.0
3.0,4.0,21.4,9.4,0.0,0.0
5.0,2.0,61.7,14.7,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
10.0,1.0,97.0,28.5,1.0,1.0
9.0,0.0,35.8,8.0,0.0,2.0
3.0,4.0,11.6,5.8,0.0,0.0
5.0,2.0,36.8,10.6,0.0,2.0
7.0,0.0,18.0,6.0,0.0,2.0
5.0,2.0,80.8,21.8,1.0,0.0
6.0,1.0,71.2,14.0,2.0,0.0
6.0,1.0,48.3,12.6,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,0.0,70.6,18.9,1.0,4.0
6.0,1.0,4.0,4.0,0.0,0.0
6.0,1.0,30.1,9.0,1.0,2.0
5.0,2.0,44.2,16.4,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,31.5,11.0,2.0,1.0
7.0,1.0,82.0,32.9,0.0,0.0
5.0,2.0,41.7,13.7,3.0,1.0
5.0,2.0,11.4,6.7,1.0,1.0
2.0,5.0,14.0,7.0,0.0,0.0
6.0,1.0,83.3,38.1,1.0,0.0
7.0,0.0,83.7,16.6,3.0,1.0
2.0,5.0,31.6,16.7,0.0,0.0
7.0,2.0,57.1,19.0,0.0,2.0
6.0,1.0,84.0,30.0,0.0,1.0
6.0,1.0,89.9,28.0,3.0,1.0
6.0,1.0,35.3,9.8,0.0,1.0
6.0,2.0,31.0,10.0,0.0,2.0
5.0,2.0,60.6,16.5,0.0,0.0
4.0,3.0,50.6,15.6,0.0,0.0
9.0,0.0,87.4,21.4,1.0,1.0
7.0,0.0,44.9,11.1,2.0,2.0
7.0,0.0,47.7,11.3,1.0,0.0
7.0,0.0,60.3,12.4,1.0,0.0
5.0,2.0,36.4,12.5,2.0,0.0
7.0,1.0,69.3,18.5,0.0,1.0
8.0,0.0,80.6,18.6,2.0,2.0
3.0,4.0,88.0,48.0,0.0,0.0
7.0,0.0,90.4,21.1,0.0,2.0
6.0,2.0,83.2,21.0,0.0,0.0
5.0,2.0,83.6,30.5,2.0,1.0
5.0,2.0,46.9,13.3,1.0,1.0
6.0,1.0,49.0,13.0,0.0,2.0
11.0,1.0,81.8,20.5,3.0,1.0
7.0,1.0,61.3,18.5,3.0,0.0
1.0,6.0,9.5,9.5,0.0,0.0
10.0,1.0,58.6,18.6,3.0,2.0
9.0,0.0,116.0,26.0,2.0,1.0
5.0,2.0,31.6,8.0,0.0,0.0
7.0,1.0,78.1,18.5,1.0,4.0
7.0,1.0,111.4,30.0,0.0,0.0
6.0,1.0,38.0,11.0,0.0,1.0
5.0,2.0,43.7,13.6,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,64.6,18.1,3.0,2.0
4.0,3.0,19.6,7.4,0.0,0.0
1.0,6.0,11.0,11.0,0.0,0.0
7.0,0.0,50.3,15.4,2.0,2.0
4.0,3.0,18.6,6.8,0.0,1.0
4.0,3.0,39.0,18.0,0.0,1.0
4.0,3.0,19.0,10.0,0.0,1.0
6.0,1.0,108.0,21.9,1.0,2.0
6.0,1.0,100.1,19.6,0.0,0.0
5.0,2.0,51.4,16.7,1.0,0.0
7.0,2.0,41.9,12.4,1.0,2.0
5.0,2.0,68.0,30.0,0.0,0.0
7.0,1.0,34.6,10.0,2.0,2.0
6.0,1.0,96.0,80.0,0.0,3.0
5.0,2.0,34.0,11.0,0.0,0.0
8.0,0.0,25.5,11.0,2.0,2.0
8.0,0.0,118.3,26.4,3.0,1.0
10.0,1.0,40.5,10.0,0.0,3.0
5.0,2.0,57.7,15.4,1.0,0.0
7.0,0.0,97.6,21.0,2.0,0.0
7.0,0.0,52.0,12.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,2.0,57.6,16.7,2.0,0.0
6.0,1.0,50.0,12.0,1.0,1.0
6.0,1.0,47.3,12.3,1.0,1.0
7.0,1.0,58.8,16.5,3.0,2.0
3.0,4.0,45.0,19.0,1.0,0.0
6.0,1.0,44.6,9.6,1.0,1.0
5.0,2.0,53.8,17.7,0.0,0.0
4.0,3.0,9.0,4.0,0.0,0.0
9.0,0.0,118.8,21.1,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,1.0,54.2,12.9,2.0,2.0
6.0,1.0,85.8,22.5,2.0,2.0
8.0,0.0,52.3,14.1,2.0,1.0
6.0,2.0,46.8,20.8,2.0,1.0
8.0,1.0,89.3,23.0,0.0,0.0
5.0,2.0,42.3,10.8,0.0,0.0
5.0,2.0,31.3,7.3,1.0,0.0
8.0,0.0,118.4,22.5,1.0,0.0
6.0,1.0,64.7,15.0,2.0,1.0
6.0,1.0,45.0,15.0,2.0,3.0
3.0,4.0,31.6,12.6,0.0,0.0
5.0,2.0,18.2,7.0,0.0,0.0
8.0,0.0,64.6,14.8,2.0,0.0
5.0,2.0,68.8,16.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
10.0,0.0,67.6,15.0,2.0,5.0
4.0,3.0,45.0,15.4,0.0,0.0
7.0,0.0,14.2,4.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
2.0,6.0,8.9,8.9,0.0,0.0
11.0,0.0,153.4,29.9,1.0,1.0
8.0,0.0,69.2,15.5,2.0,0.0
5.0,2.0,32.9,11.5,0.0,2.0
6.0,1.0,48.8,12.5,3.0,1.0
5.0,2.0,39.0,11.6,1.0,1.0
5.0,2.0,18.0,8.4,2.0,1.0
5.0,3.0,26.4,11.4,2.0,1.0
